SCENARIO_seated_avatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/8/2025 10:53:57 PM,0,0,0,0
1/8/2025 10:53:58 PM,0.4529419,2.056126,-0.1705141,2.112317
1/8/2025 10:53:59 PM,-0.03048706,-0.05348277,-0.1040835,0.1209266
1/8/2025 10:54:00 PM,0.032022,-0.01323628,0.113585,0.1187525
1/8/2025 10:54:01 PM,-0.05178022,-0.01761436,0.2100153,0.2170205
1/8/2025 10:54:02 PM,-0.1501179,0.002367973,0.2468777,0.2889456
1/8/2025 10:54:03 PM,-0.1749935,0.0001639128,0.06833887,0.1878642
1/8/2025 10:54:04 PM,0.01507092,-0.01970208,-0.002822876,0.02496544
1/8/2025 10:54:05 PM,0.081707,-0.01049948,-0.04181147,0.0923822
1/8/2025 10:54:06 PM,-0.05905104,0.01108384,0.05093718,0.07876847
1/8/2025 10:54:07 PM,-0.1073589,-0.08759677,-0.01809549,0.1397375
1/8/2025 10:54:08 PM,0.0754137,-0.3124236,0.05283165,0.3257098
1/8/2025 10:54:09 PM,0.02027941,0.04685712,-0.2623901,0.2673115
1/8/2025 10:54:10 PM,-0.07913256,0.1066399,-0.2195797,0.2566111
1/8/2025 10:54:11 PM,0.1357374,-0.006803036,0.008481026,0.1361722
1/8/2025 10:54:12 PM,-0.009922981,-0.0155189,0.0173912,0.0253329
1/8/2025 10:54:13 PM,-0.008437634,-0.004428387,0.004626274,0.01059277
1/8/2025 10:54:14 PM,-0.03874874,0.012398,0.007043839,0.04128912
1/8/2025 10:54:15 PM,-0.002037048,0.0002453327,-0.001206875,0.002380399
1/8/2025 10:54:16 PM,-0.0531311,-0.001545668,-0.0009441376,0.05316197
1/8/2025 10:54:17 PM,-0.008618832,-0.02060544,0.001235008,0.02236949
1/8/2025 10:54:18 PM,0.1087327,0.003103375,0.02253771,0.1110873
1/8/2025 10:54:19 PM,0.1141887,-0.008835077,-0.08585691,0.1431381
1/8/2025 10:54:20 PM,0.04668522,0.01148784,-0.06170034,0.07822029
1/8/2025 10:54:21 PM,-0.04347467,0.005870223,0.0947566,0.104419
1/8/2025 10:54:22 PM,-0.08678055,-0.02259207,0.1582756,0.1819133
1/8/2025 10:54:23 PM,-0.2991352,-0.07189655,0.1101255,0.32677
1/8/2025 10:54:24 PM,0.01394606,0.006134868,-0.002901077,0.01550952
1/8/2025 10:54:25 PM,0.02564287,0.008484483,-0.00959444,0.02866351
1/8/2025 10:54:26 PM,0.01003695,-0.01096392,-0.002709389,0.01510922
1/8/2025 10:54:27 PM,0.07641411,0.01445818,0.00182724,0.07779135
1/8/2025 10:54:28 PM,0.09799623,0.02257776,-0.01854372,0.1022589
1/8/2025 10:54:29 PM,0.01499796,0.01602495,-0.0131402,0.02558129
1/8/2025 10:54:30 PM,0.02103376,0.01615882,-0.02994823,0.04000529
TimerStopped,1/8/2025 10:54:31 PM,TimeLeft:87s
SCENARIO_seated_noavatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/8/2025 10:56:23 PM,0,0,0,0
1/8/2025 10:56:24 PM,0.06178093,1.696289,-0.1052437,1.700673
1/8/2025 10:56:25 PM,-0.05842495,-0.005282164,0.02986431,0.06582745
1/8/2025 10:56:26 PM,0.06150866,0.004436016,-0.0365243,0.07167298
1/8/2025 10:56:27 PM,0.007840157,-0.00300324,0.00197649,0.008625196
1/8/2025 10:56:28 PM,-0.04177856,0.006703854,0.02979136,0.05174857
1/8/2025 10:56:29 PM,-0.06867409,-0.02485144,0.007353783,0.07340165
1/8/2025 10:56:30 PM,0.1538153,0.01672626,-0.07638359,0.1725496
1/8/2025 10:56:31 PM,0.01787996,0.008770466,-0.03579044,0.04095815
1/8/2025 10:56:32 PM,-0.1176481,-0.008767366,0.1680079,0.2052915
1/8/2025 10:56:33 PM,0.01526403,-6.020069E-05,-0.04446173,0.04700893
1/8/2025 10:56:34 PM,-0.009461403,-0.0362848,-0.008554459,0.03846146
1/8/2025 10:56:35 PM,-0.02389526,0.01714826,0.0003900528,0.02941426
1/8/2025 10:56:36 PM,-0.003149986,-0.004783154,0.0301075,0.03064739
1/8/2025 10:56:37 PM,0.01210403,0.01894772,-0.01228237,0.02561992
1/8/2025 10:56:38 PM,0.032722,0.001463771,-0.0121274,0.03492772
1/8/2025 10:56:39 PM,0.01672935,-0.02158165,0.006721497,0.02812148
1/8/2025 10:56:40 PM,-0.04104948,0.006439567,0.006942749,0.04212754
1/8/2025 10:56:41 PM,-0.04589701,0.007226229,-0.008238792,0.04718719
1/8/2025 10:56:42 PM,-0.03197098,-0.003630996,-0.006059647,0.03274213
1/8/2025 10:56:43 PM,-0.109664,-0.04281271,-0.008152008,0.1180066
1/8/2025 10:56:44 PM,0.04744005,0.005011797,0.02847433,0.05555595
1/8/2025 10:56:45 PM,0.05439901,0.00557363,0.0191288,0.05793297
1/8/2025 10:56:46 PM,0.1212101,0.02176154,-0.02204657,0.125106
1/8/2025 10:56:47 PM,0.069736,-0.007987142,-0.02384233,0.07413071
1/8/2025 10:56:48 PM,-0.01586866,0.002818942,0.009352684,0.01863421
1/8/2025 10:56:49 PM,-0.03054285,0.006982207,0.01799536,0.03613101
1/8/2025 10:56:50 PM,-0.02484465,0.005016446,0.004838943,0.02580381
1/8/2025 10:56:51 PM,-0.007459641,0.005431533,0.0009336472,0.009274669
1/8/2025 10:56:52 PM,-0.07645082,-0.0005819798,0.02590227,0.08072171
1/8/2025 10:56:53 PM,0.009879589,-0.007708311,0.01000452,0.0160348
1/8/2025 10:56:54 PM,0.150949,-0.01306391,-0.04448986,0.1579101
1/8/2025 10:56:55 PM,0.05700302,0.03105068,-0.03754425,0.07498706
1/8/2025 10:56:56 PM,-0.03601837,0.0202992,-0.06245565,0.07490052
1/8/2025 10:56:57 PM,-0.1736126,-0.06634116,0.2158141,0.2848126
1/8/2025 10:56:58 PM,-0.08392811,-0.01980984,-0.02637482,0.09017754
1/8/2025 10:56:59 PM,-0.03415012,-0.00774312,-0.0144639,0.03788656
1/8/2025 10:57:00 PM,0.005386829,0.01314867,-0.00339222,0.01460864
1/8/2025 10:57:01 PM,0.01278019,0.01124454,-0.0007133484,0.01703765
1/8/2025 10:57:02 PM,0.0156908,0.008945584,0.0005168915,0.01806909
1/8/2025 10:57:03 PM,0.08337212,0.1404984,-0.1100969,0.1970077
1/8/2025 10:57:04 PM,0.08414221,-0.04273522,-0.02173567,0.09684343
1/8/2025 10:57:05 PM,0.0144124,-0.06231475,0.05495024,0.08432303
1/8/2025 10:57:06 PM,-0.0260272,0.002656817,0.01232433,0.02891994
1/8/2025 10:57:07 PM,-0.04539871,-0.1064619,0.3034439,0.3247667
1/8/2025 10:57:08 PM,-0.02957106,0.2573657,0.1667247,0.3080725
1/8/2025 10:57:09 PM,0.04687071,0.1237307,-0.1337433,0.1881313
1/8/2025 10:57:10 PM,0.07716751,0.00504303,-0.1216784,0.1441731
1/8/2025 10:57:11 PM,-0.05396652,0.058918,0.03491163,0.08719254
1/8/2025 10:57:12 PM,0.008721828,0.02361012,0.001194477,0.02519791
1/8/2025 10:57:13 PM,-0.03082275,-0.06882715,0.06140041,0.09724829
1/8/2025 10:57:14 PM,0.0371809,-0.04989135,0.01929474,0.06514487
1/8/2025 10:57:15 PM,0.02244711,-0.01096916,-0.03657389,0.04429271
1/8/2025 10:57:16 PM,0.07148695,0.1205817,-0.1287255,0.1903171
1/8/2025 10:57:17 PM,-0.08729315,-0.09359193,0.1204476,0.1757475
