SCENARIO_seated_noavatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/3/2025 6:52:27 PM,0,0,0,0
1/3/2025 6:52:28 PM,0.5353656,1.571369,0.1003628,1.663096
1/3/2025 6:52:29 PM,0.0766263,-0.04304409,0.05825663,0.105443
1/3/2025 6:52:30 PM,0.03880501,-0.04307222,0.1976423,0.2059697
1/3/2025 6:52:31 PM,0.002810001,0.06272912,0.06384087,0.08954605
1/3/2025 6:52:32 PM,-0.01265621,0.03075242,0.02904224,0.04415137
1/3/2025 6:52:33 PM,-0.05233049,-0.005124927,-0.09528923,0.1088337
1/3/2025 6:52:34 PM,-0.03129101,-0.008196592,-0.1326437,0.1365308
1/3/2025 6:52:35 PM,0.01722288,0.009378076,0.01823807,0.02678065
1/3/2025 6:52:36 PM,-0.04143,0.01210165,0.04349422,0.06127514
1/3/2025 6:52:37 PM,0.00131464,0.01060867,-0.06297445,0.0638753
1/3/2025 6:52:38 PM,-0.04183006,-0.001028776,0.0002493858,0.04184346
1/3/2025 6:52:39 PM,-0.009024143,-0.01460373,-0.002892971,0.01740901
1/3/2025 6:52:40 PM,-0.01077175,-0.04305398,-0.0975914,0.1072089
1/3/2025 6:52:41 PM,-0.05394697,0.0006139278,-0.05085564,0.07414141
1/3/2025 6:52:42 PM,-0.1786208,-0.01887858,-0.02294827,0.1810757
1/3/2025 6:52:43 PM,0.03228569,-0.0573374,-0.008657455,0.06636938
1/3/2025 6:52:44 PM,-0.1921668,0.07589984,0.1091504,0.2336722
1/3/2025 6:52:45 PM,-0.03977442,0.03797865,-0.08311605,0.09966274
1/3/2025 6:52:46 PM,0.02124214,-0.002208114,0.01406384,0.02557139
1/3/2025 6:52:47 PM,0.01887512,-0.02256835,0.03261185,0.0439219
1/3/2025 6:52:48 PM,-0.0188303,-0.4330971,0.001320362,0.4335083
1/3/2025 6:52:49 PM,-0.02681589,0.01261961,-0.3886242,0.3897526
1/3/2025 6:52:50 PM,0.007246017,0.005890846,-0.01756477,0.01989292
1/3/2025 6:52:51 PM,-0.03723383,0.05326045,-0.03972626,0.07616567
1/3/2025 6:52:52 PM,0.05763721,-0.003521681,-0.009517193,0.05852374
1/3/2025 6:52:53 PM,-0.01751137,-0.1805384,0.3510609,0.3951512
1/3/2025 6:52:54 PM,0.1913004,-0.005354047,0.0002827644,0.1913755
1/3/2025 6:52:55 PM,0.1365185,-0.1910864,0.2008967,0.3090482
1/3/2025 6:52:56 PM,-0.07512569,-0.004121184,0.04891109,0.08973934
1/3/2025 6:52:57 PM,-0.03466988,0.009842634,0.02517414,0.04396152
TimerStopped,1/3/2025 6:52:58 PM,TimeLeft:90s
SCENARIO_seated_avatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/3/2025 6:54:40 PM,0,0,0,0
1/3/2025 6:54:41 PM,0.01298428,1.203526,-0.3380766,1.250175
1/3/2025 6:54:42 PM,0.01269436,-0.007424951,0.02082348,0.02549302
1/3/2025 6:54:43 PM,0.03086519,-0.03816628,0.407546,0.4104913
1/3/2025 6:54:44 PM,0.08922768,0.3717563,0.03742552,0.3841419
1/3/2025 6:54:45 PM,-0.00817728,0.04549992,0.04520178,0.06465533
1/3/2025 6:54:46 PM,-0.05769444,0.0001322031,-0.04616785,0.07389273
1/3/2025 6:54:47 PM,0.008163452,0.01813984,-0.05507755,0.05855965
1/3/2025 6:54:48 PM,-0.04386902,-0.009191871,0.0611639,0.07582878
1/3/2025 6:54:49 PM,0.0791316,-0.4527075,-0.007225037,0.4596282
1/3/2025 6:54:50 PM,-0.107182,0.05027294,-0.3904433,0.4079967
1/3/2025 6:54:51 PM,0.04415178,-0.04165888,0.01812744,0.06335177
