SCENARIO_seated_avatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/9/2025 3:59:02 PM,0,0,0,0
1/9/2025 3:59:03 PM,-0.5419626,1.541694,-0.2459388,1.652582
1/9/2025 3:59:04 PM,0.06884718,-0.01517236,-0.009676933,0.07116023
1/9/2025 3:59:05 PM,-0.001224041,-0.001556516,0.001861095,0.002717479
1/9/2025 3:59:06 PM,0.005526543,-0.004656434,-0.0002322197,0.00723042
1/9/2025 3:59:07 PM,0.001453876,-0.00596869,-0.01049614,0.01216174
1/9/2025 3:59:08 PM,0.001283646,-0.001360893,0.004337788,0.004724
1/9/2025 3:59:09 PM,0.109508,0.006919861,0.001064777,0.1097316
1/9/2025 3:59:10 PM,0.0182066,-0.01970577,0.112031,0.1151987
1/9/2025 3:59:11 PM,0.2919445,-0.01313615,0.111413,0.3127571
1/9/2025 3:59:12 PM,0.1381402,0.004830599,-0.04144382,0.144304
1/9/2025 3:59:13 PM,0.05563402,0.003858805,0.03722858,0.06705224
1/9/2025 3:59:14 PM,0.01391697,0.003645182,-0.009720802,0.0173627
1/9/2025 3:59:15 PM,-0.004833221,-0.002050757,-0.01191473,0.01302023
1/9/2025 3:59:16 PM,-0.01244354,-0.0007733107,0.01280117,0.01786924
1/9/2025 3:59:17 PM,0.07056713,0.05625331,0.01911116,0.09224637
1/9/2025 3:59:18 PM,0.09052277,0.03255844,-0.01723957,0.09773242
1/9/2025 3:59:19 PM,-0.02234793,-0.1045901,-0.2178478,0.2426854
1/9/2025 3:59:20 PM,0.2137661,0.02483654,0.2316389,0.3161794
1/9/2025 3:59:21 PM,-0.3190713,-0.01974058,0.08195019,0.3300182
1/9/2025 3:59:22 PM,-0.0008125305,-0.1827301,0.02665186,0.1846653
1/9/2025 3:59:23 PM,0.07777262,-0.1480511,-0.1816168,0.2468853
1/9/2025 3:59:24 PM,-0.04183722,-0.03293705,-0.1163306,0.1279375
1/9/2025 3:59:25 PM,0.06834745,0.02778137,-0.0265646,0.07841465
1/9/2025 3:59:26 PM,-0.008716106,-0.002197266,0.007591724,0.01176575
