SCENARIO_seated_noavatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/3/2025 12:08:04 PM,0,0,0,0
1/3/2025 12:08:05 PM,-2.037007,1.155916,-1.032224,2.559497
1/3/2025 12:08:06 PM,-0.04763031,0.009262562,0.03045321,0.05728734
1/3/2025 12:08:07 PM,0.03825617,0.01758611,-0.06551409,0.07787748
1/3/2025 12:08:08 PM,-0.007785797,-0.06219757,0.06174803,0.08798849
1/3/2025 12:08:09 PM,0.05027533,-0.03359377,-0.04335928,0.07440549
1/3/2025 12:08:10 PM,-0.04610252,0.05011332,0.03731012,0.07764556
1/3/2025 12:08:11 PM,-0.07342148,0.03266966,0.00579834,0.08057072
1/3/2025 12:08:12 PM,0.01137495,0.001949906,-0.01076365,0.01578125
1/3/2025 12:08:13 PM,0.02321386,-0.02273619,0.02380133,0.04027805
1/3/2025 12:08:14 PM,0.01070213,0.02512503,-0.021348,0.03466323
1/3/2025 12:08:15 PM,0.0409236,-0.02246094,-0.1657681,0.1722159
1/3/2025 12:08:16 PM,0.01469946,-0.04108346,0.1337452,0.140683
1/3/2025 12:08:17 PM,0.01588249,-0.03291416,-0.01558113,0.03972867
1/3/2025 12:08:18 PM,-0.01064205,-0.008696437,0.03162956,0.03448638
1/3/2025 12:08:19 PM,0.1263533,0.04022133,0.07640457,0.1530378
1/3/2025 12:08:20 PM,0.1761274,0.4518272,0.1625991,0.5114754
1/3/2025 12:08:21 PM,-0.03655052,0.003657937,-0.1446981,0.1492879
1/3/2025 12:08:22 PM,0.002130508,0.05808294,0.0007433891,0.05812676
1/3/2025 12:08:23 PM,0.04449844,-0.004229069,0.02596426,0.05169274
1/3/2025 12:08:24 PM,-0.01517582,0.004069805,-0.01523352,0.02188444
1/3/2025 12:08:25 PM,0.0607481,0.001743793,0.07782221,0.09874041
1/3/2025 12:08:26 PM,-0.04128838,-0.003370285,-0.02894258,0.05053476
1/3/2025 12:08:27 PM,-0.03147221,-0.002415419,-0.08857775,0.09403378
1/3/2025 12:08:28 PM,0.1680346,-0.03348207,0.02534246,0.1732019
1/3/2025 12:08:29 PM,0.08361435,-0.004606962,0.2292209,0.2440385
1/3/2025 12:08:30 PM,0.2290859,-0.1105028,0.03394413,0.2565998
1/3/2025 12:08:31 PM,-0.1295071,0.09302783,-0.165947,0.2301405
1/3/2025 12:08:32 PM,0.03929234,0.01963651,-0.004393578,0.04414503
1/3/2025 12:08:33 PM,0.06053162,-0.01237249,0.2380791,0.245965
1/3/2025 12:08:34 PM,0.04877567,0.01255202,-0.1100612,0.1210375
1/3/2025 12:08:35 PM,-0.2587566,-0.01010585,0.0190711,0.2596552
1/3/2025 12:08:36 PM,-0.1682539,0.008987188,0.04198742,0.1736465
1/3/2025 12:08:37 PM,-0.0707407,0.01223159,-0.02711058,0.07673879
1/3/2025 12:08:38 PM,0.4783087,-0.008517742,-0.05765676,0.4818465
1/3/2025 12:08:39 PM,0.1628752,0.02381361,-0.08099031,0.1834526
