SCENARIO_seated_noavatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/8/2025 4:27:54 PM,0,0,0,0
1/8/2025 4:27:55 PM,0.2804804,1.611355,-0.7348738,1.79309
1/8/2025 4:27:56 PM,0.08737373,0.004018068,0.04214334,0.09708952
1/8/2025 4:27:57 PM,-0.1532183,-0.04004812,0.1095829,0.1925827
1/8/2025 4:27:58 PM,0.06073093,0.03600872,-0.1901274,0.2028134
1/8/2025 4:27:59 PM,0.01702023,-0.001481295,-0.04135799,0.0447478
1/8/2025 4:28:00 PM,0.01264906,-0.005957723,0.1004596,0.1014279
1/8/2025 4:28:01 PM,0.006421089,-0.003555894,0.01819229,0.01961719
1/8/2025 4:28:02 PM,0.008027554,-0.00447619,-0.01339817,0.01624773
1/8/2025 4:28:03 PM,-0.1534138,-0.005427241,-0.3746028,0.4048364
1/8/2025 4:28:04 PM,0.07646894,0.003524899,-0.48316,0.4891866
1/8/2025 4:28:05 PM,-0.1829739,-0.0177815,-0.6295319,0.6558247
1/8/2025 4:28:06 PM,-0.1764231,-0.0207603,-0.6977348,0.7199931
1/8/2025 4:28:07 PM,-0.03133917,-0.004028559,-0.5771389,0.5780032
1/8/2025 4:28:08 PM,-0.01511335,-0.004135728,-0.0748291,0.07645202
1/8/2025 4:28:09 PM,0.01601934,0.005883574,-0.007890701,0.01880157
1/8/2025 4:28:10 PM,-0.05972147,-0.01035345,0.01540184,0.0625385
1/8/2025 4:28:11 PM,0.04297686,0.007601142,0.009662628,0.04470072
1/8/2025 4:28:12 PM,0.04568863,0.02034187,0.06225014,0.07985188
1/8/2025 4:28:13 PM,0.03838491,-0.02209771,0.1833344,0.1886086
1/8/2025 4:28:14 PM,0.04435301,0.04811347,0.2944508,0.3016345
1/8/2025 4:28:15 PM,-0.02144861,-0.0137527,-0.1083813,0.1113359
1/8/2025 4:28:16 PM,0.01444197,0.005468607,0.009187698,0.01796914
1/8/2025 4:28:17 PM,0.06400871,0.02066791,-0.01883507,0.06985011
1/8/2025 4:28:18 PM,-0.03121424,-0.0006022453,0.03088379,0.04391469
1/8/2025 4:28:19 PM,-0.1337047,0.004225612,0.2380848,0.2730919
1/8/2025 4:28:20 PM,0.1599116,-0.03349233,0.1279354,0.2075113
1/8/2025 4:28:21 PM,0.1355996,0.02641129,0.1051636,0.1736208
1/8/2025 4:28:22 PM,0.0001864433,-0.01155615,0.003772736,0.01215783
1/8/2025 4:28:23 PM,-0.06934738,0.0008662939,-0.03427315,0.07735928
1/8/2025 4:28:24 PM,-0.003264427,-0.002460241,-0.01144218,0.01215043
1/8/2025 4:28:25 PM,-0.09591103,-0.03323567,-0.1654606,0.1941153
1/8/2025 4:28:26 PM,0.004741192,-0.003502846,-0.04049873,0.0409255
1/8/2025 4:28:27 PM,0.1301837,0.02668715,0.03116608,0.1364966
1/8/2025 4:28:28 PM,-0.1207633,0.01330888,0.1344681,0.1812252
1/8/2025 4:28:29 PM,0.01102781,-0.01137042,0.05702591,0.05918491
1/8/2025 4:28:30 PM,-0.01841354,-0.0005337,0.0742836,0.07653363
1/8/2025 4:28:31 PM,-0.006229401,-0.004870653,0.0006427765,0.00793359
1/8/2025 4:28:32 PM,0.03028345,-0.004148483,-0.1983299,0.2006715
1/8/2025 4:28:33 PM,0.03567886,-0.01874828,0.1968231,0.2009075
1/8/2025 4:28:34 PM,0.1821356,0.02934813,0.3867474,0.4284953
1/8/2025 4:28:35 PM,-0.03495359,-0.01382732,0.5395355,0.5408434
1/8/2025 4:28:36 PM,0.3795633,-1.955032E-05,0.5337639,0.6549597
1/8/2025 4:28:37 PM,-0.03232145,-0.0480926,0.5560808,0.5590916
1/8/2025 4:28:38 PM,-0.1342621,0.05287647,0.2145486,0.2585601
1/8/2025 4:28:39 PM,-0.09577131,-0.01745653,0.1908374,0.214233
1/8/2025 4:28:40 PM,-0.01624632,0.04675937,0.08747339,0.1005086
1/8/2025 4:28:41 PM,-0.1204824,-0.07479239,0.05208254,0.1510712
1/8/2025 4:28:42 PM,-0.1598754,-0.04607642,0.06722498,0.1794502
1/8/2025 4:28:43 PM,0.1288095,0.09608567,-0.05768013,0.1707376
1/8/2025 4:28:44 PM,0.01335716,-0.121829,0.1143861,0.1676452
1/8/2025 4:28:45 PM,-0.1069818,-0.3840963,0.1059279,0.4125479
