SCENARIO_seated_avatar
Timestamp,MovementDeltaX,MovementDeltaY,MovementDeltaZ,TotalMovementDelta
1/4/2025 10:59:11 AM,0,0,0,0
1/4/2025 10:59:12 AM,1.731615,1.525465,-0.8284388,2.451906
1/4/2025 10:59:13 AM,0.03289747,-0.006802678,-0.0773735,0.08435152
1/4/2025 10:59:14 AM,-0.1572685,0.003006935,-0.04422665,0.1633965
1/4/2025 10:59:15 AM,-0.1264668,-0.01059496,0.038517,0.132626
1/4/2025 10:59:16 AM,-0.02742457,-0.02010465,0.0216074,0.04028875
1/4/2025 10:59:17 AM,-0.056813,-0.02863836,-0.004106522,0.06375529
1/4/2025 10:59:18 AM,0.009706259,0.02099168,-0.0003623962,0.02312993
1/4/2025 10:59:19 AM,0.001801729,0.01286161,-0.01295471,0.01834371
1/4/2025 10:59:20 AM,-0.0003061295,-0.0006537437,0.00177145,0.001912886
1/4/2025 10:59:21 AM,-0.02124715,-0.005515099,-0.003186703,0.02218136
1/4/2025 10:59:22 AM,-0.01042414,-0.002485275,0.002848625,0.01108846
1/4/2025 10:59:23 AM,-0.05674362,-0.03292942,0.02039433,0.06870309
1/4/2025 10:59:24 AM,0.03823805,0.02039242,-0.01016188,0.04451138
1/4/2025 10:59:25 AM,0.01604581,0.005073309,-0.004848957,0.01751339
1/4/2025 10:59:26 AM,0.008767366,0.009137392,-0.01416731,0.01900188
1/4/2025 10:59:27 AM,-0.06680608,-0.01257944,-0.06491041,0.09399285
1/4/2025 10:59:28 AM,-0.2862699,-0.008563638,0.12885,0.3140479
1/4/2025 10:59:29 AM,-0.1943955,-0.01267183,0.07171631,0.2075896
1/4/2025 10:59:30 AM,-0.1112027,0.006387353,0.02247953,0.1136317
1/4/2025 10:59:31 AM,-0.1787434,-0.01291823,0.05434465,0.1872683
1/4/2025 10:59:32 AM,-0.18612,-0.03099036,0.4191608,0.4596704
1/4/2025 10:59:33 AM,-0.1680012,-0.003518224,0.1516085,0.2263226
1/4/2025 10:59:34 AM,-0.06457901,-0.01321578,0.08006001,0.1037049
1/4/2025 10:59:35 AM,-0.01459646,0.01019192,-0.02053452,0.02717716
